SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
628GS2032," GS"," 18-Jul-2025"," 99.20"," 99.20"," 99.20"," 99.20"," 99.20"," 99.20"," 99.20"," 100"," 0.10"," 2"," 100"," 100.00"
63MOONS," EQ"," 18-Jul-2025"," 1057.40"," 1062.00"," 1074.00"," 1023.70"," 1039.60"," 1043.30"," 1044.67"," 183428"," 1916.22"," 9211"," 70274"," 38.31"
654GS2032," GS"," 18-Jul-2025"," 101.49"," 101.90"," 101.99"," 101.90"," 101.99"," 101.99"," 101.93"," 9500"," 9.68"," 4"," 9500"," 100.00"
664GS2027," GS"," 18-Jul-2025"," 102.75"," 101.30"," 101.50"," 101.30"," 101.50"," 101.50"," 101.46"," 150"," 0.15"," 5"," 150"," 100.00"
667GS2035," GS"," 18-Jul-2025"," 101.88"," 102.20"," 102.20"," 102.20"," 102.20"," 102.20"," 102.20"," 2000"," 2.04"," 2"," 2000"," 100.00"
667GS2050," GS"," 18-Jul-2025"," 98.00"," 98.00"," 98.00"," 98.00"," 98.00"," 98.00"," 98.00"," 3100"," 3.04"," 1"," 3100"," 100.00"
676GS2061," GS"," 18-Jul-2025"," 99.40"," 99.50"," 99.50"," 99.50"," 99.50"," 99.50"," 99.50"," 1"," 0.00"," 1"," 1"," 100.00"
68GS2060," GS"," 18-Jul-2025"," 98.25"," 98.02"," 98.35"," 98.00"," 98.25"," 98.25"," 98.01"," 4673"," 4.58"," 6"," 4673"," 100.00"
690GS2065," GS"," 18-Jul-2025"," 100.23"," 99.65"," 100.35"," 99.65"," 99.85"," 99.85"," 100.32"," 2228"," 2.24"," 4"," 2128"," 95.51"
699GS2051," GS"," 18-Jul-2025"," 101.50"," 101.50"," 102.50"," 101.00"," 102.40"," 102.40"," 101.11"," 5004"," 5.06"," 6"," 5003"," 99.98"
702GS2031," GS"," 18-Jul-2025"," 104.50"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 1000"," 1.04"," 1"," 1000"," 100.00"
706GS2028," GS"," 18-Jul-2025"," 104.51"," 104.00"," 104.00"," 104.00"," 104.00"," 104.00"," 104.00"," 4000"," 4.16"," 2"," 4000"," 100.00"
709GS2054," GS"," 18-Jul-2025"," 104.90"," 104.90"," 104.90"," 104.90"," 104.90"," 104.90"," 104.90"," 4"," 0.00"," 2"," 2"," 50.00"
709GS2074," GS"," 18-Jul-2025"," 101.85"," 101.70"," 101.70"," 100.50"," 101.50"," 101.49"," 101.38"," 5400"," 5.47"," 12"," 3600"," 66.67"
710GS2029," GS"," 18-Jul-2025"," 105.10"," 105.40"," 105.40"," 105.40"," 105.40"," 105.40"," 105.40"," 276"," 0.29"," 1"," 276"," 100.00"
717GS2030," GS"," 18-Jul-2025"," 106.40"," 105.80"," 105.81"," 105.80"," 105.81"," 105.81"," 105.80"," 6700"," 7.09"," 3"," 6700"," 100.00"
718GS2037," GS"," 18-Jul-2025"," 108.00"," 108.00"," 108.15"," 108.00"," 108.15"," 108.15"," 108.05"," 30800"," 33.28"," 11"," 30800"," 100.00"
723GS2039," GS"," 18-Jul-2025"," 105.50"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 100"," 0.11"," 1"," 100"," 100.00"
725GS2063," GS"," 18-Jul-2025"," 102.78"," 103.35"," 103.65"," 103.00"," 103.60"," 103.45"," 103.37"," 320429"," 331.22"," 16"," 320429"," 100.00"
726GS2029," GS"," 18-Jul-2025"," 103.80"," 102.76"," 102.76"," 102.76"," 102.76"," 102.76"," 102.76"," 1"," 0.00"," 1"," 1"," 100.00"
726GS2032," GS"," 18-Jul-2025"," 107.65"," 108.19"," 108.20"," 108.18"," 108.18"," 108.18"," 108.19"," 7750"," 8.38"," 6"," 7750"," 100.00"
733GS2026," GS"," 18-Jul-2025"," 102.85"," 103.50"," 103.64"," 103.50"," 103.64"," 103.64"," 103.63"," 300"," 0.31"," 2"," 300"," 100.00"
734GS2064," GS"," 18-Jul-2025"," 105.37"," 105.37"," 105.99"," 105.37"," 105.99"," 105.99"," 105.80"," 48902"," 51.74"," 18"," 48902"," 100.00"
736GS2052," GS"," 18-Jul-2025"," 109.00"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 10"," 0.01"," 1"," 10"," 100.00"
738GS2027," GS"," 18-Jul-2025"," 103.43"," 103.43"," 103.85"," 103.43"," 103.50"," 103.58"," 103.54"," 30602"," 31.68"," 28"," 27802"," 90.85"
73GS2053," GS"," 18-Jul-2025"," 104.03"," 105.39"," 105.39"," 104.90"," 104.90"," 104.90"," 105.15"," 2"," 0.00"," 2"," 1"," 50.00"
741GS2036," GS"," 18-Jul-2025"," 107.80"," 108.00"," 108.00"," 107.50"," 107.50"," 107.50"," 107.63"," 14100"," 15.18"," 7"," 10000"," 70.92"
746GS2073," GS"," 18-Jul-2025"," 107.50"," 107.69"," 107.70"," 107.00"," 107.00"," 107.00"," 107.53"," 2600"," 2.80"," 4"," 2400"," 92.31"
74GS2062," GS"," 18-Jul-2025"," 106.11"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 107.00"," 1010"," 1.08"," 2"," 1010"," 100.00"
754GS2036," GS"," 18-Jul-2025"," 109.45"," 109.45"," 109.73"," 109.36"," 109.71"," 109.65"," 109.61"," 443028"," 485.61"," 112"," 406792"," 91.82"
772GS2055," GS"," 18-Jul-2025"," 111.50"," 111.50"," 111.50"," 110.00"," 110.00"," 110.00"," 110.09"," 16"," 0.02"," 3"," 16"," 100.00"
788GS2030," GS"," 18-Jul-2025"," 109.30"," 108.16"," 108.16"," 108.16"," 108.16"," 108.16"," 108.16"," 48"," 0.05"," 1"," 48"," 100.00"
795GS2032," GS"," 18-Jul-2025"," 112.50"," 112.50"," 112.50"," 112.50"," 112.50"," 112.50"," 112.50"," 3000"," 3.38"," 1"," 3000"," 100.00"
824GS2027," GS"," 18-Jul-2025"," 106.85"," 106.80"," 106.80"," 106.80"," 106.80"," 106.80"," 106.80"," 14000"," 14.95"," 3"," 14000"," 100.00"
83GS2042," GS"," 18-Jul-2025"," 115.00"," 116.00"," 116.00"," 116.00"," 116.00"," 116.00"," 116.00"," 100"," 0.12"," 1"," 100"," 100.00"
92GS2030," GS"," 18-Jul-2025"," 116.19"," 116.20"," 116.50"," 116.05"," 116.50"," 116.29"," 116.20"," 14952"," 17.37"," 8"," 14952"," 100.00"
A2ZINFRA," BE"," 18-Jul-2025"," 20.73"," 20.35"," 21.76"," 20.25"," 21.76"," 21.76"," 21.47"," 667747"," 143.37"," 839"," -"," -"
AAATECH," EQ"," 18-Jul-2025"," 95.29"," 96.60"," 96.60"," 92.25"," 93.70"," 94.79"," 94.70"," 58578"," 55.48"," 1305"," 29209"," 49.86"
AADHARHFC," EQ"," 18-Jul-2025"," 502.75"," 504.55"," 508.00"," 494.00"," 508.00"," 504.70"," 501.67"," 801464"," 4020.74"," 17112"," 346612"," 43.25"
AAKAAR," SM"," 18-Jul-2025"," 89.75"," 91.50"," 99.95"," 91.50"," 94.35"," 95.75"," 94.93"," 473600"," 449.57"," 281"," 252800"," 53.38"
AAKASH," BE"," 18-Jul-2025"," 10.29"," 10.46"," 10.46"," 10.05"," 10.22"," 10.17"," 10.17"," 92828"," 9.44"," 356"," -"," -"
AAREYDRUGS," BE"," 18-Jul-2025"," 65.47"," 66.73"," 66.75"," 66.00"," 66.00"," 66.00"," 66.55"," 18383"," 12.23"," 50"," -"," -"
AARON," EQ"," 18-Jul-2025"," 402.00"," 405.20"," 414.90"," 402.60"," 407.10"," 407.15"," 409.48"," 29486"," 120.74"," 1377"," 16236"," 55.06"
AARTECH," EQ"," 18-Jul-2025"," 70.80"," 70.06"," 70.80"," 69.30"," 70.14"," 70.10"," 69.96"," 41199"," 28.82"," 682"," 24924"," 60.50"
AARTIDRUGS," EQ"," 18-Jul-2025"," 517.80"," 520.20"," 529.80"," 507.05"," 522.30"," 523.20"," 517.94"," 429155"," 2222.75"," 17476"," 145104"," 33.81"
AARTIIND," EQ"," 18-Jul-2025"," 456.30"," 456.30"," 456.95"," 444.80"," 445.50"," 446.65"," 447.91"," 1000844"," 4482.89"," 23737"," 461710"," 46.13"
AARTIPHARM," EQ"," 18-Jul-2025"," 957.90"," 962.40"," 964.15"," 933.50"," 950.90"," 951.30"," 948.75"," 180602"," 1713.47"," 14867"," 78733"," 43.59"
AARTISURF," BE"," 18-Jul-2025"," 581.70"," 580.00"," 583.50"," 562.50"," 570.00"," 568.90"," 572.27"," 2917"," 16.69"," 191"," -"," -"
AARVEEDEN," BE"," 18-Jul-2025"," 157.01"," 158.10"," 159.00"," 158.10"," 158.53"," 158.53"," 158.54"," 21950"," 34.80"," 49"," -"," -"
AARVI," EQ"," 18-Jul-2025"," 106.52"," 107.13"," 108.39"," 106.00"," 106.90"," 106.48"," 106.27"," 8011"," 8.51"," 2773"," 5584"," 69.70"
AATMAJ," SM"," 18-Jul-2025"," 20.20"," 20.20"," 20.20"," 20.00"," 20.20"," 20.20"," 20.16"," 10000"," 2.02"," 3"," 10000"," 100.00"
AAVAS," EQ"," 18-Jul-2025"," 1927.80"," 1930.90"," 1946.20"," 1884.40"," 1912.00"," 1903.70"," 1908.75"," 97540"," 1861.79"," 11167"," 44410"," 45.53"
ABAN," EQ"," 18-Jul-2025"," 49.93"," 50.20"," 50.65"," 49.52"," 49.85"," 50.32"," 50.03"," 47589"," 23.81"," 922"," 30311"," 63.69"
ABB," EQ"," 18-Jul-2025"," 5637.50"," 5684.00"," 5727.50"," 5630.50"," 5650.00"," 5646.50"," 5678.34"," 425486"," 24160.55"," 45198"," 180560"," 42.44"
ABBOTINDIA," EQ"," 18-Jul-2025"," 34165.00"," 34250.00"," 34390.00"," 33910.00"," 34060.00"," 34125.00"," 34104.71"," 4287"," 1462.07"," 2258"," 2063"," 48.12"
ABCAPITAL," EQ"," 18-Jul-2025"," 269.00"," 268.50"," 269.55"," 264.00"," 264.10"," 264.35"," 265.91"," 2008441"," 5340.67"," 24551"," 875741"," 43.60"
ABCOTS," SM"," 18-Jul-2025"," 441.60"," 454.50"," 454.50"," 431.00"," 434.90"," 434.90"," 438.25"," 5250"," 23.01"," 7"," 3750"," 71.43"
ABDL," EQ"," 18-Jul-2025"," 496.95"," 497.35"," 497.35"," 474.00"," 478.00"," 479.50"," 481.71"," 514553"," 2478.65"," 20678"," 270847"," 52.64"
ABFRL," EQ"," 18-Jul-2025"," 75.72"," 75.72"," 75.99"," 74.42"," 75.11"," 75.51"," 75.23"," 8402077"," 6320.81"," 29271"," 4071338"," 48.46"
ABGSEC," EQ"," 18-Jul-2025"," 110.29"," 110.20"," 110.59"," 110.10"," 110.28"," 110.28"," 110.19"," 5207"," 5.74"," 20"," 3121"," 59.94"
ABHAPOWER," SM"," 18-Jul-2025"," 37.65"," 37.50"," 37.50"," 34.00"," 35.80"," 35.80"," 35.60"," 67200"," 23.92"," 37"," 59200"," 88.10"
ABINFRA," BE"," 18-Jul-2025"," 171.37"," 174.99"," 174.99"," 170.00"," 170.00"," 170.30"," 171.17"," 22527"," 38.56"," 200"," -"," -"
ABLBL," EQ"," 18-Jul-2025"," 153.25"," 153.30"," 155.30"," 150.75"," 155.00"," 154.94"," 153.17"," 1860071"," 2849.03"," 14091"," 1096972"," 58.97"
ABMINTLLTD," BE"," 18-Jul-2025"," 63.48"," 62.21"," 62.21"," 62.21"," 62.21"," 62.21"," 62.21"," 44"," 0.03"," 3"," -"," -"
ABREL," EQ"," 18-Jul-2025"," 2167.60"," 2165.00"," 2180.70"," 2101.10"," 2120.00"," 2122.80"," 2130.63"," 202562"," 4315.85"," 23624"," 125126"," 61.77"
ABSLAMC," EQ"," 18-Jul-2025"," 864.15"," 866.00"," 875.25"," 861.40"," 865.00"," 864.35"," 866.04"," 456088"," 3949.90"," 35046"," 289080"," 63.38"
ABSLBANETF," EQ"," 18-Jul-2025"," 57.85"," 59.59"," 59.59"," 57.03"," 57.43"," 57.45"," 57.46"," 12963"," 7.45"," 666"," 8852"," 68.29"
ABSLLIQUID," EQ"," 18-Jul-2025"," 1000.00"," 1000.00"," 1000.01"," 999.99"," 1000.01"," 1000.00"," 1000.00"," 904"," 9.04"," 16"," 803"," 88.83"
ABSLNN50ET," EQ"," 18-Jul-2025"," 71.49"," 71.79"," 72.18"," 71.02"," 71.27"," 71.10"," 71.52"," 7712"," 5.52"," 278"," 6899"," 89.46"
ABSLPSE," EQ"," 18-Jul-2025"," 10.20"," 10.25"," 10.26"," 10.14"," 10.17"," 10.16"," 10.19"," 119610"," 12.19"," 486"," 54043"," 45.18"
ABSMARINE," ST"," 18-Jul-2025"," 213.25"," 212.00"," 212.00"," 209.00"," 209.00"," 209.00"," 210.10"," 35500"," 74.59"," 54"," 33500"," 94.37"
ACC," EQ"," 18-Jul-2025"," 1978.80"," 1985.00"," 1989.70"," 1960.10"," 1973.30"," 1969.90"," 1971.21"," 255412"," 5034.71"," 15439"," 149922"," 58.70"
ACCELYA," EQ"," 18-Jul-2025"," 1414.90"," 1426.90"," 1426.90"," 1401.00"," 1409.00"," 1403.40"," 1408.29"," 7957"," 112.06"," 1225"," 4470"," 56.18"
ACCENTMIC," SM"," 18-Jul-2025"," 275.05"," 275.00"," 285.00"," 272.60"," 276.95"," 276.00"," 277.32"," 36500"," 101.22"," 53"," 28000"," 76.71"
ACCPL," SM"," 18-Jul-2025"," 65.85"," 63.60"," 65.00"," 63.00"," 64.30"," 64.30"," 63.71"," 26400"," 16.82"," 21"," 21600"," 81.82"
ACCURACY," EQ"," 18-Jul-2025"," 7.78"," 7.66"," 7.85"," 7.65"," 7.70"," 7.70"," 7.76"," 282083"," 21.89"," 765"," 194501"," 68.95"
ACE," EQ"," 18-Jul-2025"," 1149.20"," 1152.80"," 1158.00"," 1135.00"," 1144.00"," 1140.60"," 1144.25"," 109658"," 1254.77"," 11332"," 59762"," 54.50"
ACEINTEG," EQ"," 18-Jul-2025"," 26.36"," 25.60"," 26.48"," 25.60"," 26.25"," 26.05"," 26.12"," 1930"," 0.50"," 73"," 1453"," 75.28"
ACI," EQ"," 18-Jul-2025"," 687.50"," 687.00"," 701.20"," 678.00"," 692.00"," 698.20"," 690.89"," 195028"," 1347.43"," 11269"," 88844"," 45.55"
ACL," EQ"," 18-Jul-2025"," 67.90"," 68.50"," 69.80"," 67.05"," 69.80"," 69.76"," 69.39"," 66082"," 45.86"," 781"," 56552"," 85.58"
ACLGATI," EQ"," 18-Jul-2025"," 71.73"," 72.00"," 73.39"," 71.97"," 72.50"," 72.19"," 72.38"," 331477"," 239.93"," 3679"," 154057"," 46.48"
ACMESOLAR," EQ"," 18-Jul-2025"," 278.54"," 281.75"," 287.10"," 274.60"," 275.00"," 275.54"," 279.33"," 1546289"," 4319.24"," 23853"," 582530"," 37.67"
ACTIVEINFR," SM"," 18-Jul-2025"," 170.00"," 170.00"," 170.00"," 170.00"," 170.00"," 170.00"," 170.00"," 600"," 1.02"," 1"," 600"," 100.00"
ACUTAAS," EQ"," 18-Jul-2025"," 1208.60"," 1210.90"," 1230.60"," 1188.00"," 1204.90"," 1203.20"," 1210.23"," 203014"," 2456.94"," 22386"," 100044"," 49.28"
ADANIENSOL," EQ"," 18-Jul-2025"," 873.35"," 876.90"," 882.95"," 867.00"," 867.85"," 869.35"," 873.02"," 1444579"," 12611.42"," 27939"," 883748"," 61.18"
ADANIENT," EQ"," 18-Jul-2025"," 2616.60"," 2612.00"," 2626.70"," 2584.20"," 2594.20"," 2596.10"," 2599.80"," 479942"," 12477.53"," 32389"," 166389"," 34.67"
ADANIGREEN," EQ"," 18-Jul-2025"," 1050.10"," 1042.70"," 1051.00"," 1024.40"," 1030.00"," 1030.20"," 1036.46"," 1787665"," 18528.51"," 38735"," 420487"," 23.52"
ADANIPORTS," EQ"," 18-Jul-2025"," 1452.50"," 1452.40"," 1456.50"," 1429.10"," 1442.10"," 1443.10"," 1440.74"," 1147990"," 16539.54"," 46483"," 579606"," 50.49"
ADANIPOWER," EQ"," 18-Jul-2025"," 598.65"," 598.60"," 599.40"," 588.45"," 595.45"," 594.65"," 593.85"," 3104464"," 18435.94"," 47489"," 1122967"," 36.17"
ADFFOODS," EQ"," 18-Jul-2025"," 281.65"," 282.40"," 282.40"," 272.00"," 273.95"," 273.10"," 275.05"," 88097"," 242.31"," 4069"," 36039"," 40.91"
ADL," BE"," 18-Jul-2025"," 89.06"," 88.99"," 90.00"," 86.20"," 88.00"," 89.18"," 88.08"," 3864"," 3.40"," 37"," -"," -"
ADOR," EQ"," 18-Jul-2025"," 1086.40"," 1086.40"," 1126.00"," 1084.20"," 1120.00"," 1111.70"," 1103.36"," 15418"," 170.12"," 1254"," 10321"," 66.94"
ADROITINFO," EQ"," 18-Jul-2025"," 10.80"," 10.97"," 10.97"," 10.40"," 10.50"," 10.57"," 10.73"," 95371"," 10.24"," 225"," 77729"," 81.50"
ADSL," EQ"," 18-Jul-2025"," 179.47"," 179.48"," 181.56"," 179.00"," 180.75"," 180.20"," 180.05"," 89965"," 161.99"," 2445"," 38082"," 42.33"
ADVANIHOTR," EQ"," 18-Jul-2025"," 61.22"," 61.22"," 63.64"," 60.90"," 62.30"," 62.59"," 62.09"," 86338"," 53.61"," 1106"," 46108"," 53.40"
ADVENZYMES," EQ"," 18-Jul-2025"," 327.45"," 328.40"," 328.40"," 320.35"," 325.00"," 324.45"," 325.11"," 100228"," 325.85"," 3589"," 58274"," 58.14"
AEGISLOG," EQ"," 18-Jul-2025"," 751.55"," 751.50"," 757.30"," 737.00"," 741.00"," 741.15"," 744.92"," 275059"," 2048.98"," 18470"," 105803"," 38.47"
AEGISVOPAK," EQ"," 18-Jul-2025"," 293.37"," 292.00"," 302.00"," 285.77"," 288.20"," 291.05"," 294.37"," 1800958"," 5301.46"," 47159"," 746335"," 41.44"
AEROENTER," EQ"," 18-Jul-2025"," 112.78"," 113.05"," 113.30"," 110.00"," 110.70"," 110.80"," 111.07"," 440137"," 488.85"," 4105"," 252092"," 57.28"
AEROFLEX," EQ"," 18-Jul-2025"," 211.38"," 212.72"," 219.40"," 210.31"," 212.60"," 214.30"," 215.09"," 3150910"," 6777.40"," 42227"," 683074"," 21.68"
AERON," SM"," 18-Jul-2025"," 126.75"," 125.40"," 127.95"," 117.20"," 119.00"," 119.95"," 122.30"," 133000"," 162.66"," 96"," 102000"," 76.69"
AESTHETIK," ST"," 18-Jul-2025"," 124.00"," 130.00"," 130.20"," 129.80"," 130.20"," 130.20"," 130.09"," 28000"," 36.42"," 13"," 28000"," 100.00"
AETHER," EQ"," 18-Jul-2025"," 819.75"," 819.50"," 830.00"," 806.00"," 816.30"," 822.60"," 818.19"," 112572"," 921.06"," 7474"," 54245"," 48.19"
AFCONS," EQ"," 18-Jul-2025"," 416.30"," 437.00"," 439.90"," 414.55"," 415.70"," 417.15"," 425.54"," 6073361"," 25844.40"," 93447"," 1673929"," 27.56"
AFFLE," EQ"," 18-Jul-2025"," 1942.40"," 1948.50"," 1951.00"," 1893.30"," 1903.90"," 1903.80"," 1918.50"," 108853"," 2088.35"," 13704"," 49038"," 45.05"
AFFORDABLE," EQ"," 18-Jul-2025"," 523.15"," 528.60"," 528.60"," 464.05"," 465.75"," 466.55"," 481.29"," 191025"," 919.39"," 6636"," 84544"," 44.26"
AFIL," EQ"," 18-Jul-2025"," 7.61"," 7.65"," 7.85"," 7.43"," 7.72"," 7.70"," 7.68"," 1673053"," 128.49"," 2114"," 761720"," 45.53"
AFSL," EQ"," 18-Jul-2025"," 219.69"," 219.70"," 219.95"," 215.10"," 216.00"," 216.78"," 216.96"," 47079"," 102.14"," 1919"," 17813"," 37.84"
AGARIND," EQ"," 18-Jul-2025"," 934.45"," 939.40"," 944.45"," 928.00"," 930.95"," 930.20"," 931.95"," 10498"," 97.84"," 728"," 7672"," 73.08"
AGARWALEYE," EQ"," 18-Jul-2025"," 429.95"," 428.50"," 440.25"," 428.50"," 438.00"," 438.00"," 436.92"," 141035"," 616.21"," 12302"," 80264"," 56.91"
AGARWALFT," SM"," 18-Jul-2025"," 50.70"," 53.20"," 53.20"," 53.20"," 53.20"," 53.20"," 53.20"," 16500"," 8.78"," 10"," 15000"," 90.91"
AGARWALTUF," ST"," 18-Jul-2025"," 126.00"," 127.65"," 128.90"," 126.00"," 128.90"," 127.75"," 127.10"," 42000"," 53.38"," 14"," 42000"," 100.00"
AGI," EQ"," 18-Jul-2025"," 880.85"," 884.00"," 898.50"," 860.50"," 871.75"," 868.05"," 878.69"," 125735"," 1104.82"," 8772"," 56265"," 44.75"
AGIIL," EQ"," 18-Jul-2025"," 1060.20"," 1066.90"," 1071.00"," 1050.00"," 1066.00"," 1066.90"," 1061.20"," 162335"," 1722.69"," 12078"," 55048"," 33.91"
AGNI," ST"," 18-Jul-2025"," 25.25"," 25.10"," 25.10"," 25.10"," 25.10"," 25.10"," 25.10"," 2500"," 0.63"," 1"," 2500"," 100.00"
AGRITECH," EQ"," 18-Jul-2025"," 147.45"," 149.99"," 152.50"," 148.00"," 150.14"," 150.60"," 150.74"," 16797"," 25.32"," 923"," 7999"," 47.62"
AGROPHOS," EQ"," 18-Jul-2025"," 37.04"," 37.11"," 37.14"," 36.05"," 36.25"," 36.17"," 36.33"," 26592"," 9.66"," 495"," 17371"," 65.32"
AGSTRA," BE"," 18-Jul-2025"," 5.55"," 5.43"," 5.43"," 5.43"," 5.43"," 5.43"," 5.43"," 160200"," 8.70"," 364"," -"," -"
AHLADA," EQ"," 18-Jul-2025"," 66.67"," 67.85"," 67.85"," 65.01"," 65.68"," 65.92"," 65.88"," 19382"," 12.77"," 741"," 10390"," 53.61"
AHLEAST," EQ"," 18-Jul-2025"," 164.22"," 157.21"," 165.35"," 157.19"," 162.05"," 162.49"," 163.88"," 6020"," 9.87"," 402"," 3019"," 50.15"
AHLUCONT," EQ"," 18-Jul-2025"," 1098.00"," 1102.00"," 1105.00"," 1065.60"," 1089.90"," 1088.70"," 1082.93"," 46289"," 501.28"," 6742"," 19038"," 41.13"
AIAENG," EQ"," 18-Jul-2025"," 3447.50"," 3459.80"," 3459.80"," 3365.00"," 3367.00"," 3368.00"," 3387.81"," 21895"," 741.76"," 4877"," 12936"," 59.08"
AIIL," EQ"," 18-Jul-2025"," 2793.50"," 2792.90"," 2824.40"," 2760.60"," 2793.70"," 2804.80"," 2801.70"," 206405"," 5782.85"," 12569"," 66795"," 32.36"
AILIMITED," ST"," 18-Jul-2025"," 62.70"," 59.60"," 59.60"," 59.60"," 59.60"," 59.60"," 59.60"," 1500"," 0.89"," 1"," 1500"," 100.00"
AIMTRON," SM"," 18-Jul-2025"," 794.90"," 790.00"," 802.50"," 749.70"," 760.00"," 762.50"," 767.31"," 92000"," 705.93"," 196"," 66800"," 72.61"
AIRAN," EQ"," 18-Jul-2025"," 29.46"," 29.50"," 29.86"," 28.90"," 29.10"," 29.18"," 29.20"," 196971"," 57.52"," 1422"," 114106"," 57.93"
AIROLAM," EQ"," 18-Jul-2025"," 115.63"," 123.00"," 123.00"," 116.40"," 117.65"," 117.47"," 117.63"," 9735"," 11.45"," 282"," 7620"," 78.27"
AIRTELPP," E1"," 18-Jul-2025"," 1453.80"," 1438.00"," 1450.00"," 1431.05"," 1442.50"," 1443.55"," 1439.67"," 516644"," 7437.99"," 10918"," 477568"," 92.44"
AISL," SM"," 18-Jul-2025"," 101.60"," 103.00"," 103.00"," 97.10"," 97.10"," 97.10"," 99.07"," 1800"," 1.78"," 3"," 1800"," 100.00"
AJANTPHARM," EQ"," 18-Jul-2025"," 2786.40"," 2798.10"," 2827.90"," 2760.10"," 2771.90"," 2772.80"," 2785.73"," 70713"," 1969.87"," 13188"," 26425"," 37.37"
AJAXENGG," EQ"," 18-Jul-2025"," 708.35"," 709.00"," 719.00"," 688.00"," 697.00"," 700.20"," 704.28"," 193919"," 1365.73"," 14097"," 74080"," 38.20"
AJMERA," EQ"," 18-Jul-2025"," 943.60"," 943.60"," 953.60"," 925.00"," 931.00"," 933.40"," 936.95"," 44537"," 417.29"," 3941"," 22112"," 49.65"
AJOONI," EQ"," 18-Jul-2025"," 5.95"," 5.97"," 5.97"," 5.70"," 5.75"," 5.76"," 5.85"," 831036"," 48.59"," 809"," 642421"," 77.30"
AKANKSHA," ST"," 18-Jul-2025"," 99.00"," 96.15"," 99.95"," 96.10"," 99.95"," 99.95"," 97.44"," 24000"," 23.38"," 12"," 24000"," 100.00"
AKASH," EQ"," 18-Jul-2025"," 28.11"," 28.41"," 28.49"," 27.92"," 28.48"," 28.27"," 28.28"," 12022"," 3.40"," 116"," 9393"," 78.13"
AKG," EQ"," 18-Jul-2025"," 13.77"," 14.14"," 14.14"," 13.56"," 13.73"," 13.68"," 13.79"," 45275"," 6.24"," 299"," 26868"," 59.34"
AKI," BE"," 18-Jul-2025"," 12.69"," 12.05"," 12.05"," 12.05"," 12.05"," 12.05"," 12.05"," 31948"," 3.85"," 167"," -"," -"
AKIKO," SM"," 18-Jul-2025"," 76.00"," 72.60"," 74.30"," 69.45"," 73.60"," 72.50"," 70.83"," 102400"," 72.53"," 63"," 57600"," 56.25"
AKSHAR," BE"," 18-Jul-2025"," 0.56"," 0.57"," 0.57"," 0.56"," 0.57"," 0.56"," 0.57"," 516271"," 2.92"," 435"," -"," -"
